,entry_time,entry_price,stop,tp,reward,status,direction,pnl,exit_time,exit_price
27,2025-07-31 08:39:00+00:00,6683.0,6684.535714285715,6679.621428571428,165.0,LOSS,SHORT,-75.0,2025-07-31 08:50:00+00:00,6684.535714285715
28,2025-07-31 18:34:00+00:00,6614.75,6620.692857142857,6601.675714285714,165.0,LOSS,SHORT,-75.0,2025-07-31 18:46:00+00:00,6620.692857142857
29,2025-07-31 23:17:00+00:00,6578.0,6584.982142857143,6562.6392857142855,165.0,LOSS,SHORT,-75.0,2025-08-01 01:36:00+00:00,6584.982142857143
30,2025-08-01 02:49:00+00:00,6587.75,6589.353571428572,6584.222142857142,165.0,LOSS,SHORT,-75.0,2025-08-01 03:09:00+00:00,6589.353571428572
31,2025-08-01 05:08:00+00:00,6583.75,6584.971428571429,6581.062857142856,165.0,WIN,SHORT,165.0,2025-08-01 05:21:00+00:00,6581.062857142856
32,2025-08-01 05:10:00+00:00,6583.25,6584.971428571429,6579.462857142857,165.0,WIN,SHORT,165.0,2025-08-01 05:29:00+00:00,6579.462857142857
33,2025-08-01 05:12:00+00:00,6582.25,6584.971428571429,6576.262857142856,165.0,WIN,SHORT,165.0,2025-08-01 05:51:00+00:00,6576.262857142856
34,2025-08-01 14:19:00+00:00,6491.0,6498.55,6474.389999999999,165.0,LOSS,SHORT,-75.0,2025-08-01 14:26:00+00:00,6498.55
35,2025-08-01 14:20:00+00:00,6496.5,6501.3,6485.94,165.0,LOSS,SHORT,-75.0,2025-08-01 14:26:00+00:00,6501.3
36,2025-08-01 14:21:00+00:00,6490.75,6501.3,6467.54,165.0,LOSS,SHORT,-75.0,2025-08-01 14:26:00+00:00,6501.3
37,2025-08-01 18:30:00+00:00,6484.0,6487.439285714286,6476.433571428572,165.0,LOSS,SHORT,-75.0,2025-08-01 18:32:00+00:00,6487.439285714286
38,2025-08-04 00:51:00+00:00,6498.5,6502.135714285714,6490.501428571429,165.0,LOSS,SHORT,-75.0,2025-08-04 01:39:00+00:00,6502.135714285714
39,2025-08-04 05:29:00+00:00,6506.75,6507.975,6504.054999999999,165.0,LOSS,SHORT,-75.0,2025-08-04 05:30:00+00:00,6507.975
40,2025-08-04 06:55:00+00:00,6507.25,6510.478571428572,6500.147142857142,165.0,LOSS,SHORT,-75.0,2025-08-04 07:08:00+00:00,6510.478571428572
41,2025-08-04 09:45:00+00:00,6526.0,6529.932142857143,6517.3492857142855,165.0,WIN,SHORT,165.0,2025-08-04 11:01:00+00:00,6517.3492857142855
42,2025-08-04 11:32:00+00:00,6521.25,6523.6392857142855,6515.993571428572,165.0,WIN,SHORT,165.0,2025-08-04 11:56:00+00:00,6515.993571428572
43,2025-08-04 18:36:00+00:00,6568.75,6570.496428571429,6564.907857142857,165.0,WIN,SHORT,165.0,2025-08-04 18:42:00+00:00,6564.907857142857
44,2025-08-05 00:37:00+00:00,6582.75,6584.471428571429,6578.962857142857,165.0,LOSS,SHORT,-75.0,2025-08-05 00:42:00+00:00,6584.471428571429
45,2025-08-05 00:39:00+00:00,6583.5,6584.721428571429,6580.812857142856,165.0,LOSS,SHORT,-75.0,2025-08-05 00:42:00+00:00,6584.721428571429
46,2025-08-05 06:46:00+00:00,6593.5,6594.571428571428,6591.142857142858,165.0,WIN,SHORT,165.0,2025-08-05 07:02:00+00:00,6591.142857142858
47,2025-08-05 11:56:00+00:00,6591.25,6593.989285714286,6585.223571428571,165.0,LOSS,SHORT,-75.0,2025-08-05 12:14:00+00:00,6593.989285714286
48,2025-08-05 19:10:00+00:00,6553.25,6555.032142857143,6549.329285714285,165.0,LOSS,SHORT,-75.0,2025-08-05 19:24:00+00:00,6555.032142857143
49,2025-08-05 20:21:00+00:00,6549.0,6552.8,6540.639999999999,165.0,WIN,SHORT,165.0,2025-08-05 20:25:00+00:00,6540.639999999999
50,2025-08-06 00:33:00+00:00,6542.25,6545.471428571429,6535.162857142856,165.0,LOSS,SHORT,-75.0,2025-08-06 01:38:00+00:00,6545.471428571429
51,2025-08-06 03:37:00+00:00,6558.0,6560.703571428571,6552.052142857144,165.0,LOSS,SHORT,-75.0,2025-08-06 04:03:00+00:00,6560.703571428571
52,2025-08-06 05:29:00+00:00,6562.25,6562.871428571429,6560.882857142857,165.0,LOSS,SHORT,-75.0,2025-08-06 05:30:00+00:00,6562.871428571429
53,2025-08-06 11:07:00+00:00,6557.5,6562.8607142857145,6545.706428571428,165.0,LOSS,SHORT,-75.0,2025-08-06 13:55:00+00:00,6562.8607142857145
54,2025-08-06 14:00:00+00:00,6555.75,6565.425,6534.464999999999,165.0,LOSS,SHORT,-75.0,2025-08-06 14:04:00+00:00,6565.425
55,2025-08-06 14:44:00+00:00,6564.25,6568.2357142857145,6555.481428571428,165.0,LOSS,SHORT,-75.0,2025-08-06 14:54:00+00:00,6568.2357142857145
56,2025-08-06 14:46:00+00:00,6565.25,6570.096428571429,6554.587857142857,165.0,LOSS,SHORT,-75.0,2025-08-06 14:55:00+00:00,6570.096428571429
57,2025-08-06 17:37:00+00:00,6589.5,6591.878571428571,6584.267142857143,165.0,WIN,SHORT,165.0,2025-08-06 17:50:00+00:00,6584.267142857143
58,2025-08-06 18:10:00+00:00,6590.0,6596.839285714285,6574.953571428572,165.0,LOSS,SHORT,-75.0,2025-08-06 19:32:00+00:00,6596.839285714285
59,2025-08-06 23:10:00+00:00,6605.25,6607.628571428571,6600.017142857143,165.0,WIN,SHORT,165.0,2025-08-06 23:44:00+00:00,6600.017142857143
60,2025-08-07 06:32:00+00:00,6608.0,6609.132142857143,6605.509285714286,165.0,WIN,SHORT,165.0,2025-08-07 06:35:00+00:00,6605.509285714286
61,2025-08-07 06:33:00+00:00,6608.5,6609.132142857143,6607.109285714286,165.0,WIN,SHORT,165.0,2025-08-07 06:35:00+00:00,6607.109285714286
62,2025-08-07 07:18:00+00:00,6608.25,6612.803571428572,6598.232142857142,165.0,LOSS,SHORT,-75.0,2025-08-07 07:55:00+00:00,6612.803571428572
63,2025-08-07 16:24:00+00:00,6587.25,6590.175,6580.815,165.0,WIN,SHORT,165.0,2025-08-07 16:38:00+00:00,6580.815
64,2025-08-07 16:22:00+00:00,6584.5,6590.175,6572.014999999999,165.0,WIN,SHORT,165.0,2025-08-07 16:41:00+00:00,6572.014999999999
65,2025-08-08 05:15:00+00:00,6599.25,6600.842857142857,6595.745714285716,165.0,WIN,SHORT,165.0,2025-08-08 05:27:00+00:00,6595.745714285716
66,2025-08-08 11:47:00+00:00,6608.25,6608.782142857143,6607.079285714285,165.0,WIN,SHORT,165.0,2025-08-08 11:50:00+00:00,6607.079285714285
67,2025-08-08 11:48:00+00:00,6608.25,6608.782142857143,6607.079285714285,165.0,WIN,SHORT,165.0,2025-08-08 11:50:00+00:00,6607.079285714285
68,2025-08-08 11:45:00+00:00,6607.75,6608.782142857143,6605.479285714285,165.0,WIN,SHORT,165.0,2025-08-08 12:05:00+00:00,6605.479285714285
69,2025-08-08 14:38:00+00:00,6629.0,6633.032142857143,6620.129285714284,165.0,WIN,SHORT,165.0,2025-08-08 14:55:00+00:00,6620.129285714284
70,2025-08-08 15:59:00+00:00,6624.5,6627.228571428572,6618.4971428571425,165.0,LOSS,SHORT,-75.0,2025-08-08 16:01:00+00:00,6627.228571428572
71,2025-08-08 16:00:00+00:00,6624.0,6627.242857142857,6616.865714285714,165.0,LOSS,SHORT,-75.0,2025-08-08 16:01:00+00:00,6627.242857142857
72,2025-08-08 17:39:00+00:00,6629.25,6631.375,6624.575,165.0,LOSS,SHORT,-75.0,2025-08-08 17:40:00+00:00,6631.375
73,2025-08-08 19:22:00+00:00,6634.25,6638.571428571428,6624.742857142857,165.0,WIN,SHORT,165.0,2025-08-08 19:44:00+00:00,6624.742857142857
74,2025-08-08 19:26:00+00:00,6633.75,6638.571428571428,6623.142857142858,165.0,WIN,SHORT,165.0,2025-08-08 19:45:00+00:00,6623.142857142858
75,2025-08-08 20:05:00+00:00,6637.75,6640.564285714286,6631.558571428572,165.0,LOSS,SHORT,-75.0,2025-08-08 20:13:00+00:00,6640.564285714286
76,2025-08-11 04:22:00+00:00,6643.5,6645.053571428572,6640.082142857143,165.0,WIN,SHORT,165.0,2025-08-11 04:29:00+00:00,6640.082142857143
77,2025-08-11 06:08:00+00:00,6641.5,6644.507142857143,6634.884285714286,165.0,LOSS,SHORT,-75.0,2025-08-11 06:40:00+00:00,6644.507142857143
78,2025-08-11 04:24:00+00:00,6642.75,6645.053571428572,6637.682142857143,165.0,LOSS,SHORT,-75.0,2025-08-11 06:46:00+00:00,6645.053571428572
79,2025-08-11 11:07:00+00:00,6642.0,6644.035714285715,6637.521428571427,165.0,LOSS,SHORT,-75.0,2025-08-11 11:58:00+00:00,6644.035714285715
80,2025-08-11 11:08:00+00:00,6642.5,6644.035714285715,6639.121428571428,165.0,LOSS,SHORT,-75.0,2025-08-11 11:58:00+00:00,6644.035714285715
81,2025-08-11 18:41:00+00:00,6624.5,6630.228571428572,6611.897142857142,165.0,WIN,SHORT,165.0,2025-08-11 19:51:00+00:00,6611.897142857142
82,2025-08-11 22:15:00+00:00,6616.75,6620.492857142857,6608.515714285714,165.0,LOSS,SHORT,-75.0,2025-08-12 00:18:00+00:00,6620.492857142857
83,2025-08-12 00:19:00+00:00,6622.0,6623.771428571428,6618.102857142858,165.0,LOSS,SHORT,-75.0,2025-08-12 00:23:00+00:00,6623.771428571428
84,2025-08-12 09:32:00+00:00,6621.75,6623.132142857143,6618.709285714286,165.0,LOSS,SHORT,-75.0,2025-08-12 09:38:00+00:00,6623.132142857143
85,2025-08-12 07:19:00+00:00,6625.75,6630.232142857143,6615.8892857142855,165.0,WIN,SHORT,165.0,2025-08-12 11:00:00+00:00,6615.8892857142855
86,2025-08-12 15:47:00+00:00,6669.0,6672.953571428571,6660.302142857144,165.0,LOSS,SHORT,-75.0,2025-08-12 16:22:00+00:00,6672.953571428571
87,2025-08-12 17:45:00+00:00,6678.5,6680.960714285714,6673.08642857143,165.0,LOSS,SHORT,-75.0,2025-08-12 17:46:00+00:00,6680.960714285714
88,2025-08-12 19:20:00+00:00,6682.75,6684.296428571429,6679.347857142857,165.0,LOSS,SHORT,-75.0,2025-08-12 19:31:00+00:00,6684.296428571429
89,2025-08-12 20:02:00+00:00,6685.75,6689.9,6676.620000000001,165.0,LOSS,SHORT,-75.0,2025-08-12 23:49:00+00:00,6689.9
90,2025-08-13 12:35:00+00:00,6703.0,6704.160714285715,6700.4464285714275,165.0,LOSS,SHORT,-75.0,2025-08-13 12:37:00+00:00,6704.160714285715
91,2025-08-13 17:30:00+00:00,6694.5,6698.407142857143,6685.904285714285,165.0,LOSS,SHORT,-75.0,2025-08-13 18:13:00+00:00,6698.407142857143
92,2025-08-13 17:31:00+00:00,6692.25,6698.407142857143,6678.704285714285,165.0,LOSS,SHORT,-75.0,2025-08-13 18:13:00+00:00,6698.407142857143
93,2025-08-13 17:32:00+00:00,6690.5,6698.407142857143,6673.104285714285,165.0,LOSS,SHORT,-75.0,2025-08-13 18:13:00+00:00,6698.407142857143
94,2025-08-13 19:23:00+00:00,6705.0,6707.660714285715,6699.146428571427,165.0,WIN,SHORT,165.0,2025-08-13 19:38:00+00:00,6699.146428571427
95,2025-08-13 22:30:00+00:00,6703.75,6705.253571428571,6700.442142857143,165.0,LOSS,SHORT,-75.0,2025-08-13 22:44:00+00:00,6705.253571428571
96,2025-08-13 22:31:00+00:00,6703.5,6705.253571428571,6699.642142857143,165.0,LOSS,SHORT,-75.0,2025-08-13 22:44:00+00:00,6705.253571428571
97,2025-08-14 02:00:00+00:00,6703.25,6704.557142857143,6700.374285714285,165.0,LOSS,SHORT,-75.0,2025-08-14 02:05:00+00:00,6704.557142857143
98,2025-08-14 04:43:00+00:00,6703.5,6704.457142857143,6701.3942857142865,165.0,LOSS,SHORT,-75.0,2025-08-14 04:47:00+00:00,6704.457142857143
99,2025-08-14 04:45:00+00:00,6703.75,6704.442857142857,6702.225714285714,165.0,LOSS,SHORT,-75.0,2025-08-14 04:47:00+00:00,6704.442857142857
100,2025-08-14 04:46:00+00:00,6704.0,6704.442857142857,6703.0257142857145,165.0,LOSS,SHORT,-75.0,2025-08-14 04:47:00+00:00,6704.442857142857
101,2025-08-14 19:18:00+00:00,6710.25,6712.7357142857145,6704.7814285714285,165.0,LOSS,SHORT,-75.0,2025-08-14 19:21:00+00:00,6712.7357142857145
102,2025-08-14 19:49:00+00:00,6710.75,6714.560714285714,6702.3664285714285,165.0,LOSS,SHORT,-75.0,2025-08-14 19:55:00+00:00,6714.560714285714
103,2025-08-14 20:36:00+00:00,6707.5,6709.0142857142855,6704.168571428572,165.0,LOSS,SHORT,-75.0,2025-08-14 20:37:00+00:00,6709.0142857142855
104,2025-08-15 03:57:00+00:00,6720.25,6720.864285714286,6718.898571428571,165.0,LOSS,SHORT,-75.0,2025-08-15 04:01:00+00:00,6720.864285714286
105,2025-08-15 03:58:00+00:00,6720.25,6721.114285714286,6718.348571428571,165.0,LOSS,SHORT,-75.0,2025-08-15 04:01:00+00:00,6721.114285714286
106,2025-08-15 06:44:00+00:00,6726.5,6728.335714285714,6722.46142857143,165.0,WIN,SHORT,165.0,2025-08-15 07:43:00+00:00,6722.46142857143
107,2025-08-15 06:46:00+00:00,6726.5,6728.35,6722.429999999999,165.0,WIN,SHORT,165.0,2025-08-15 07:43:00+00:00,6722.429999999999
108,2025-08-15 08:08:00+00:00,6725.25,6726.842857142857,6721.745714285716,165.0,WIN,SHORT,165.0,2025-08-15 08:31:00+00:00,6721.745714285716
109,2025-08-15 08:09:00+00:00,6725.0,6726.842857142857,6720.945714285715,165.0,WIN,SHORT,165.0,2025-08-15 08:37:00+00:00,6720.945714285715
110,2025-08-15 17:39:00+00:00,6698.0,6702.8607142857145,6687.306428571428,165.0,LOSS,SHORT,-75.0,2025-08-15 17:56:00+00:00,6702.8607142857145
111,2025-08-18 04:36:00+00:00,6699.0,6699.628571428571,6697.617142857143,165.0,WIN,SHORT,165.0,2025-08-18 04:45:00+00:00,6697.617142857143
112,2025-08-18 05:22:00+00:00,6697.5,6699.135714285714,6693.901428571429,165.0,WIN,SHORT,165.0,2025-08-18 06:12:00+00:00,6693.901428571429
113,2025-08-18 08:44:00+00:00,6684.75,6687.575,6678.535000000001,165.0,WIN,SHORT,165.0,2025-08-18 09:21:00+00:00,6678.535000000001
114,2025-08-18 10:10:00+00:00,6679.5,6681.9857142857145,6674.0314285714285,165.0,LOSS,SHORT,-75.0,2025-08-18 10:33:00+00:00,6681.9857142857145
115,2025-08-18 10:11:00+00:00,6680.25,6681.9857142857145,6676.431428571428,165.0,LOSS,SHORT,-75.0,2025-08-18 10:33:00+00:00,6681.9857142857145
116,2025-08-18 17:08:00+00:00,6681.0,6685.278571428571,6671.587142857144,165.0,LOSS,SHORT,-75.0,2025-08-18 17:14:00+00:00,6685.278571428571
117,2025-08-18 17:09:00+00:00,6682.25,6685.278571428571,6675.587142857144,165.0,LOSS,SHORT,-75.0,2025-08-18 17:14:00+00:00,6685.278571428571
118,2025-08-18 15:05:00+00:00,6686.0,6690.542857142857,6676.005714285714,165.0,LOSS,SHORT,-75.0,2025-08-18 17:31:00+00:00,6690.542857142857
119,2025-08-18 18:37:00+00:00,6685.5,6686.946428571428,6682.317857142857,165.0,WIN,SHORT,165.0,2025-08-18 18:42:00+00:00,6682.317857142857
120,2025-08-18 20:57:00+00:00,6687.25,6688.696428571428,6684.067857142857,165.0,LOSS,SHORT,-75.0,2025-08-18 22:00:00+00:00,6688.696428571428
121,2025-08-19 07:04:00+00:00,6680.5,6681.296428571429,6678.747857142856,165.0,WIN,SHORT,165.0,2025-08-19 07:05:00+00:00,6678.747857142856
122,2025-08-19 07:05:00+00:00,6678.75,6681.296428571429,6673.147857142857,165.0,LOSS,SHORT,-75.0,2025-08-19 08:01:00+00:00,6681.296428571429
123,2025-08-19 08:34:00+00:00,6681.0,6682.392857142857,6677.935714285715,165.0,LOSS,SHORT,-75.0,2025-08-19 08:46:00+00:00,6682.392857142857
124,2025-08-20 06:42:00+00:00,6637.5,6638.710714285714,6634.83642857143,165.0,WIN,SHORT,165.0,2025-08-20 06:50:00+00:00,6634.83642857143
125,2025-08-20 06:43:00+00:00,6637.25,6638.710714285714,6634.0364285714295,165.0,LOSS,SHORT,-75.0,2025-08-20 07:00:00+00:00,6638.710714285714
126,2025-08-20 07:10:00+00:00,6639.5,6640.45,6637.410000000001,165.0,LOSS,SHORT,-75.0,2025-08-20 07:14:00+00:00,6640.45
127,2025-08-20 12:52:00+00:00,6647.0,6649.396428571428,6641.727857142858,165.0,LOSS,SHORT,-75.0,2025-08-20 13:30:00+00:00,6649.396428571428
128,2025-08-20 12:53:00+00:00,6646.25,6649.396428571428,6639.327857142858,165.0,LOSS,SHORT,-75.0,2025-08-20 13:30:00+00:00,6649.396428571428
129,2025-08-20 12:54:00+00:00,6646.0,6649.396428571428,6638.527857142858,165.0,LOSS,SHORT,-75.0,2025-08-20 13:30:00+00:00,6649.396428571428
130,2025-08-21 03:06:00+00:00,6635.75,6637.928571428572,6630.957142857143,165.0,WIN,SHORT,165.0,2025-08-21 04:10:00+00:00,6630.957142857143
131,2025-08-21 15:02:00+00:00,6623.5,6628.185714285714,6613.191428571428,165.0,WIN,SHORT,165.0,2025-08-21 15:11:00+00:00,6613.191428571428
132,2025-08-21 15:35:00+00:00,6625.25,6628.407142857143,6618.304285714285,165.0,WIN,SHORT,165.0,2025-08-21 15:50:00+00:00,6618.304285714285
133,2025-08-21 16:24:00+00:00,6608.25,6612.882142857143,6598.059285714286,165.0,WIN,SHORT,165.0,2025-08-21 16:58:00+00:00,6598.059285714286
134,2025-08-22 08:49:00+00:00,6619.75,6622.092857142857,6614.595714285715,165.0,LOSS,SHORT,-75.0,2025-08-22 10:01:00+00:00,6622.092857142857
135,2025-08-22 12:18:00+00:00,6622.0,6622.9,6620.02,165.0,LOSS,SHORT,-75.0,2025-08-22 12:19:00+00:00,6622.9
136,2025-08-24 23:40:00+00:00,6703.75,6706.032142857143,6698.729285714285,165.0,WIN,SHORT,165.0,2025-08-25 00:33:00+00:00,6698.729285714285
137,2025-08-25 05:52:00+00:00,6700.25,6700.714285714285,6699.228571428573,165.0,LOSS,SHORT,-75.0,2025-08-25 05:59:00+00:00,6700.714285714285
138,2025-08-25 07:53:00+00:00,6693.5,6694.525,6691.245000000001,165.0,WIN,SHORT,165.0,2025-08-25 08:20:00+00:00,6691.245000000001
139,2025-08-25 07:51:00+00:00,6693.0,6694.525,6689.645,165.0,LOSS,SHORT,-75.0,2025-08-25 08:38:00+00:00,6694.525
140,2025-08-25 08:39:00+00:00,6694.0,6695.325,6691.085,165.0,WIN,SHORT,165.0,2025-08-25 08:44:00+00:00,6691.085
141,2025-08-25 12:51:00+00:00,6684.5,6685.382142857143,6682.559285714286,165.0,WIN,SHORT,165.0,2025-08-25 13:00:00+00:00,6682.559285714286
142,2025-08-25 12:52:00+00:00,6684.25,6685.382142857143,6681.759285714286,165.0,LOSS,SHORT,-75.0,2025-08-25 13:03:00+00:00,6685.382142857143
143,2025-08-25 15:02:00+00:00,6692.5,6694.367857142857,6688.390714285714,165.0,LOSS,SHORT,-75.0,2025-08-25 15:05:00+00:00,6694.367857142857
144,2025-08-25 15:03:00+00:00,6692.75,6694.367857142857,6689.190714285714,165.0,LOSS,SHORT,-75.0,2025-08-25 15:05:00+00:00,6694.367857142857
145,2025-08-25 16:00:00+00:00,6699.25,6700.407142857143,6696.704285714285,165.0,WIN,SHORT,165.0,2025-08-25 16:19:00+00:00,6696.704285714285
146,2025-08-25 17:59:00+00:00,6693.5,6696.771428571428,6686.302857142858,165.0,WIN,SHORT,165.0,2025-08-25 19:02:00+00:00,6686.302857142858
147,2025-08-26 02:13:00+00:00,6665.25,6669.392857142857,6656.135714285715,165.0,LOSS,SHORT,-75.0,2025-08-26 02:37:00+00:00,6669.392857142857
148,2025-08-26 05:39:00+00:00,6670.5,6672.932142857143,6665.149285714286,165.0,LOSS,SHORT,-75.0,2025-08-26 05:43:00+00:00,6672.932142857143
149,2025-08-26 09:19:00+00:00,6668.5,6670.382142857143,6664.359285714286,165.0,LOSS,SHORT,-75.0,2025-08-26 10:04:00+00:00,6670.382142857143
150,2025-08-26 12:32:00+00:00,6669.5,6670.728571428572,6666.797142857142,165.0,LOSS,SHORT,-75.0,2025-08-26 12:34:00+00:00,6670.728571428572
151,2025-08-26 17:31:00+00:00,6681.75,6685.085714285714,6674.4114285714295,165.0,WIN,SHORT,165.0,2025-08-26 17:54:00+00:00,6674.4114285714295
152,2025-08-26 17:32:00+00:00,6681.5,6685.085714285714,6673.611428571429,165.0,WIN,SHORT,165.0,2025-08-26 17:54:00+00:00,6673.611428571429
153,2025-08-26 18:12:00+00:00,6679.0,6683.078571428571,6670.027142857143,165.0,LOSS,SHORT,-75.0,2025-08-26 18:29:00+00:00,6683.078571428571
154,2025-08-26 20:01:00+00:00,6699.25,6705.060714285714,6686.466428571429,165.0,LOSS,SHORT,-75.0,2025-08-26 20:13:00+00:00,6705.060714285714
155,2025-08-27 07:14:00+00:00,6704.75,6706.903571428571,6700.012142857144,165.0,WIN,SHORT,165.0,2025-08-27 07:22:00+00:00,6700.012142857144
156,2025-08-27 12:19:00+00:00,6706.5,6707.95,6703.31,165.0,WIN,SHORT,165.0,2025-08-27 12:28:00+00:00,6703.31
157,2025-08-27 15:04:00+00:00,6709.25,6712.3607142857145,6702.4064285714285,165.0,LOSS,SHORT,-75.0,2025-08-27 15:22:00+00:00,6712.3607142857145
158,2025-08-27 15:05:00+00:00,6709.25,6712.3607142857145,6702.4064285714285,165.0,LOSS,SHORT,-75.0,2025-08-27 15:22:00+00:00,6712.3607142857145
159,2025-08-27 15:08:00+00:00,6710.5,6713.1107142857145,6704.756428571428,165.0,LOSS,SHORT,-75.0,2025-08-27 15:47:00+00:00,6713.1107142857145
160,2025-08-27 17:39:00+00:00,6713.75,6715.021428571428,6710.952857142858,165.0,LOSS,SHORT,-75.0,2025-08-27 17:52:00+00:00,6715.021428571428
161,2025-08-28 01:42:00+00:00,6702.75,6704.028571428571,6699.937142857144,165.0,LOSS,SHORT,-75.0,2025-08-28 01:53:00+00:00,6704.028571428571
162,2025-08-28 07:20:00+00:00,6720.0,6721.442857142857,6716.825714285715,165.0,LOSS,SHORT,-75.0,2025-08-28 07:24:00+00:00,6721.442857142857
163,2025-08-28 09:14:00+00:00,6718.5,6721.310714285714,6712.316428571428,165.0,WIN,SHORT,165.0,2025-08-28 10:43:00+00:00,6712.316428571428
164,2025-08-28 14:50:00+00:00,6715.0,6719.057142857143,6706.074285714286,165.0,LOSS,SHORT,-75.0,2025-08-28 15:16:00+00:00,6719.057142857143
165,2025-08-28 19:49:00+00:00,6738.25,6741.628571428571,6730.817142857143,165.0,LOSS,SHORT,-75.0,2025-08-28 19:54:00+00:00,6741.628571428571
166,2025-08-28 23:39:00+00:00,6733.5,6734.357142857143,6731.614285714285,165.0,WIN,SHORT,165.0,2025-08-29 00:00:00+00:00,6731.614285714285
167,2025-08-29 00:23:00+00:00,6734.0,6735.753571428571,6730.142142857143,165.0,WIN,SHORT,165.0,2025-08-29 01:08:00+00:00,6730.142142857143
